clicked_news	category	subcategory	title
N423	No category	No subcategory	- Jeg håper filmen viser alt vi klarer å få til i byen vår
N424	No category	No subcategory	NTNU-app skal varlse voldtekt
N425	nyheter	trondheim	Nå er det vanskeligere å komme inn på NTNU
N426	100sport	vintersport	Kjærestens rørende takk etter ulykken: – Alt jeg vil er å se henne smile igjen
N427	nyheter	trondheim	Høyreekstreme sendte epost til alle lærerne på trondheimsskole
N428	nyheter	okonomi	Fire ansatte må gå når NTNU-selskap avvikles
N429	No category	No subcategory	Bokserdiesel går som turbin
N430	No category	No subcategory	Carina søker etter lenestoler på finn.no: - De reddet livet til Thea.
N431	No category	No subcategory	Lønner seg ikke å steke den hel
N432	No category	No subcategory	- Da jeg reiste meg opp, var plutselig hodet kommet ut
N433	nyheter	helse	Bekymringer blir til angst
N434	nyheter	trondheim	Slik er det i Granåsen i dag
N435	No category	No subcategory	Slik lager du et pepperkakehus som blir godkjent av ekspertene
N436	nyheter	innenriks	Et SAS-fly fra Tromsø nødlandet på Værnes
N437	pluss	kultur	«Jeg kunne ha vært husmor. Jeg tror jeg har støvsuget et par ganger»
N438	pluss	meninger	Jeg vil heller henge i baren med peanøtter og en øl enn å være ensom maskot hos en lykkelig kjernefamilie
N439	pluss	okonomi	Her kan det komme 180 nye boliger
N440	100sport	idrettspolitikk	Slik skal flere talenter løftes til toppen
N441	No category	No subcategory	Apple tilbakekaller Ipad-ladere
N442	nyheter	sortrondelag	Bil havnet på taket i Buvika
N443	pluss	okonomi	Her er de viktigste økonomi-nyhetene i år på fem minutter
N444	100sport	vintersport	Stjerneflukt fra Tour de Ski: NRK-profil peker ut to nye favoritter
N445	100sport	vintersport	Northugs svenske erkerival med stikk mot Norge
N446	nyheter	okonomi	Åfjord, det er blåskjell det
N447	pluss	kultur	Dette var den mest populære butikken i Trondheim for 98 år siden
N448	nyheter	trondheim	Hunden «Bjarne» er funnet
N449	nyheter	okonomi	Ragnar Lyng selger Anfi del Mar
N450	pluss	magasin	Historiske trondheimsbilder: Her har de gått tom for ribbe
N451	nyheter	okonomi	I år kan den lave renta gi deg en overraskelse
N452	nyheter	trondheim	Dette fartsmonsteret skal redde deg i Trondheimsfjorden
N453	nyheter	trondheim	Her feirer de i vinden
N454	100sport	sprek	Ny studie: En håndfull nøtter om dagen kan redde liv
N455	nyheter	okonomi	Nå kommer selvangivelsen - dette må du passe på i år
N456	No category	No subcategory	Her flyr de over Trøndelag
N457	No category	No subcategory	Ståle solgte 24 bilder til 1250 kroner stykket – usett
N458	100sport	fotball	Vraker IFK Gøteborg - går for Rosenborg
N459	No category	No subcategory	Endelig er Dag konsert-klar
N460	100sport	fotball	Reagerer sterkt på valg av ny landslagssjef: - Urovekkende signaler
N461	nyheter	trondheim	Se alt det rare vi legger fra oss i Trondheim
N462	nyheter	moreromsdal	Bolig totalskadd i brann
N463	meninger	kommentarer	Hvorfor forsvant Donovan?
N464	nyheter	okonomi	Disse boligene ble solgt i Midt-Norge i november
N466	No category	No subcategory	12 meter under Lanzarotes østkyst ligger Europas første og eneste undervannsmuseum
N467	No category	No subcategory	Leger advarer mot enkel kolesterolmåling
N468	nyheter	trondheim	Nett-venner forteller om drapstiltalt stemor
N469	nyheter	trondheim	Nå blir det slutt på gratis elbil-parkering
N470	nyheter	trondheim	Stemoren gråt og jublet da hun ble løslatt
N471	nyheter	trondheim	Drapstiltalt stemor la strategien
N472	nyheter	trondheim	Spyttet politimann i ansiktet
N473	nyheter	nordtrondelag	Over 150 elever mintes Frank Andre Juberg (17)
N474	nyheter	okonomi	Navnet hans ble brukt til nettsøk. Nå blir han avkrevd kjemperegning
N475	nyheter	innenriks	Nesespray mot influensa hos barn
N476	pluss	okonomi	Vil beholde familiens kontroll over Reinertsen
N477	nyheter	trondheim	Springsteen-billetter selges til blodpris på nett
N478	pluss	kultur	Rystende om sovjetiske soldaters voldtekt av polske nonner under krigen
N479	nyheter	trondheim	1200 harrybusser fra Trøndelag til Storlien
N480	No category	No subcategory	Mira Craig med ny stil
N481	nyheter	trondheim	- Jeg forguder Mongols MC
N482	No category	No subcategory	Canal Digital og Get varsler dyrere bredbånd for kabelkutterne
N483	No category	No subcategory	Den store julereisen
N484	No category	No subcategory	Her er syv kjøretips på vakre veier i Norge
N485	nyheter	okonomi	Rema kjøper Kolonihagen
N486	nyheter	utenriks	Dronning Silvia til sykehus
N487	bil	bruktbiltest	Stjerne med elektronikkfeil
N488	nyheter	trondheim	Lysfest i Trondheim i natt
N489	pluss	kultur	Den ene døde av sykdom, den andre av skuffelse
N490	nyheter	utenriks	Nabocash fikk 31 000 kroner i bot
N491	kultur	musikk	LISTA MI: Bjørn Røstad
N492	nyheter	sortrondelag	Nordstrand tilbakeviser Brox-kritikk
N493	nyheter	sortrondelag	2000 kroner i bot om du ikke bruker blinklys
N494	nyheter	trondheim	«Kjære Monica! Jeg håper det står bra til med deg! Den ukjente kvinnen er meg!»
N495	nyheter	trondheim	- Det er pinlig og jeg føler meg latterliggjort
N496	nyheter	sortrondelag	Forlik i mobbesaken i Malvik
N497	nyheter	innenriks	Venter superfullmåne i midten av november
N498	No category	No subcategory	På baksiden skjuler det seg et tilbygg utenom det vanlige
N499	nyheter	sortrondelag	Jordskred sperret halve veien ved Rognes
N500	pluss	magasin	Historiske bilder: Bakklandet
N501	No category	No subcategory	Straight flush fra Netflix
N502	No category	No subcategory	Fra klokken 11.44 går det mot lysere tider
N503	nyheter	trondheim	Vil du savne kuppelen på Gråkallen?
N504	nyheter	innenriks	- Det var kaotisk, folk løp i alle retninger
N505	pluss	nyheter	- En stille matematikktime er litt katastrofe
N506	nyheter	trondheim	Katolikkene feiret sin nye katedral
N507	No category	No subcategory	Derfor vil Gina Halvorsen (32) heller leie enn eie bolig
N508	100sport	fotball	Festomgang da Rosenborg slo Molde
N509	nyheter	nordtrondelag	Hyttebrann i Gutvik
N510	No category	No subcategory	Pusset opp leiligheten fra bunnen av i løpet av ni måneder
N511	nyheter	sortrondelag	John har vært rusmisbruker i over halve livet sitt
N512	nyheter	trondheim	Derfor kan du ikke forvente å få mest julebiter i denne posen
N513	No category	No subcategory	Karis beste
N514	pluss	meninger	Hvis politikerne gjør som de sier, kan denne bydelen bli en idyll
N515	meninger	ordetfritt	Til dere som slengte ut: «Herregud, å sånt bruke dæm NAV-pængan sine på»
N516	nyheter	sortrondelag	Røkke-raketter lyste opp Oppdal
N517	No category	No subcategory	De skulle bare pusse opp et bad og et kjøkken...
N518	pluss	okonomi	Midt-Norges eneste nettbutikk for mat tjener ikke penger - ennå
N519	nyheter	trondheim	Denne bydelen har flest eldre aleneboere: - Mange sliter med ensomhet
N520	nyheter	trondheim	Kvinne angrepet med kniv og øks av tenåring med halloweenmaske
N521	nyheter	trondheim	Arkitekt Christies gate
N522	nyheter	sortrondelag	- Trøndere blir fremstilt som lettere tilbakestående
N523	pluss	nyheter	Foreldre reagerer på hvordan AUF og Ap håndterte voldtekts-henleggelse
N524	No category	No subcategory	Visste du at doen må vaskes i en spesifikk rekkefølge?
N525	100sport	vintersport	Stortalentet ble tvunget til å legge opp - nå vil hun hjelpe fremtidens stjerner
N526	100sport	sprek	Da Nauy (33) våknet opp fra heroinoverdosen, var beinet borte
N527	nyheter	sortrondelag	Sjekk lesernes snøbilder
N528	No category	No subcategory	Klasse 10C
N529	nyheter	trondheim	BMW-tyvene slo til rett utenfor soveromsvinduet
N530	nyheter	innenriks	Regjeringen vil heve maksstraffen til 40 års fengsel
N531	No category	No subcategory	Nå blåser vinden med orkan styrke
N532	nyheter	sortrondelag	Kvinne topper for MDG - Nissen ikke på lista
N533	nyheter	innsyn	Hvor ligger hunden begravet?
N534	nyheter	nordtrondelag	Evakuerer beboere etter akutt skredfare i Snåsa
N535	nyheter	nordtrondelag	Dette mener trønderne om sammenslåing
N536	nyheter	adressa noogda	Adressa-glimt fra 1962
N537	No category	No subcategory	Minneord: Tove Kari Viken
N538	nyheter	sortrondelag	Tove Kari Viken er død
N539	nyheter	trondheim	Nå blir dette dobbelt så dyrt
N540	nyheter	okonomi	Tar et oppgjør med oppkjøpsryktene
N542	forbruker	hjem	Test av ni mellomstore gassgriller
N543	nyheter	okonomi	- Ingen har monopol på Budalstolen
N544	nyheter	trondheim	Bil sto med nødblink da den ble påkjørt bakfra i Okstadbakken
N545	100sport	vintersport	I fjor ble han syk i julen: Slik sørger Bjørndalen for at historien ikke gjentar seg
N546	pluss	magasin	Kos deg med disse herlige gamle kjøretøyene
N547	pluss	kultur	Kates sensuelle verden
N548	No category	No subcategory	Skal du på Vinterlyd? Dette må du vite
N549	nyheter	trondheim	Slik ble ansiktet med botox
N551	nyheter	trondheim	Stekespade-fekting på bensinstasjon
N552	100sport	idrettspolitikk	Bjørnebye om foreldretrenere: - Barn får gjennomgå hvis resultattavla ikke er som far vil
N553	nyheter	nordtrondelag	- Jeg skjønner at de reagerte, men de hadde ikke trengt å kjøre på meg
N554	nyheter	trondheim	- Rømte i ren Olsenbanden-stil
N555	pluss	meninger	Det glemte perspektivet i kampen om jord
N556	nyheter	innenriks	Kommuner kvalitetssjekker ikke eldreomsorgen
N557	sport	sprek	Slik klarer Ane (35) å holde vekta nede
N558	nyheter	innenriks	Næringsministeren ber ledige «ta grep»
N559	No category	No subcategory	- De ønsker at jeg stiller i bar overkropp
N560	No category	No subcategory	Minneord: Camilla Østnor
N561	nyheter	trondheim	Sett i live - seks uker etter at han forsvant
N562	meninger	kommentarer	Han holdt fast på drømmen
N564	No category	No subcategory	I overkant gymnastisk
N565	nyheter	sortrondelag	Vil gjennomsøke skog etter funn av eksplosiver
N566	nyheter	sortrondelag	Nå kjører bussene med piggdekk
N567	nyheter	trondheim	Jens Fredrik (10) savner lekekameraten Bowie
N568	nyheter	trondheim	Rune Husby er ny sjef i Planktonic
N569	pluss	okonomi	- 4,2 enheter alkohol i uka? De bløffer!
N570	pluss	kultur	Den vanskelige skilsmissen
N571	No category	No subcategory	Brøset-floka ennå ikke løst, slik sykehuset fryktet
N572	No category	No subcategory	Siri Gellein blir ny daglig leder i Elden
N573	100sport	idrettspolitikk	Arni Thor spilte bort én million: «Frykten og skamfølelse gjorde at jeg ikke ville at noen skulle vite det»
N574	nyheter	sortrondelag	Her kommer den nye brua på fylkesvei 714
N575	nyheter	okonomi	Berit lager luksusskjerf - nå vil hun lage nye arbeidsplasser
N576	100sport	vintersport	Langrennslegenden Harald Grønningen er død
N577	No category	No subcategory	Test av treningsklokker: Lyst på treningsklokke eller aktivitetsarmbånd?
N578	No category	No subcategory	Slik får småbarnsforeldre mer overskudd
N579	nyheter	trondheim	Forbudet mot plakater med unaturlig tynne modeller vekker oppsikt internasjonalt
N580	nyheter	trondheim	8 tips til aktiviteter for barnefamilier
N581	No category	No subcategory	Nå gjelder de nye reglene for røykvarslere
N582	No category	No subcategory	Alle vil ta «selfies» med Nattpatruljen-Olav
N583	forbruker	hjem	Sjekk pianoet før du kjøper
N585	No category	No subcategory	Ti ting det er på tide å bli kvitt
N586	nyheter	trondheim	Seksåringer fikk «sex-lekse»
N587	No category	No subcategory	Får ikke smørehjelp av Byåsen
N588	pluss	magasin	Den gamle skøytekongen
N589	nyheter	adressa noogda	Nye glimt fra 1975
N590	No category	No subcategory	Jakker for våte dager
N591	100sport	sprek	Kristine (26) trente seg i senk: - Hadde en stemme i hodet
N592	nyheter	sortrondelag	Oppdal og Ålen fikk noen sekunders berømmelse
N594	No category	No subcategory	Hvilken maskin vinner kjøkken-kampen?
N595	pluss	meninger	Her er årets heteste debatter og tre ord som får fart på samtalen i et kjedelig juleselskap
N596	No category	No subcategory	Oppdaling med i «Supervention 2»
N597	pluss	magasin	Dette plagget tok helt av i 1971
N598	nyheter	trondheim	Porten er vid, men inne er det trangt
N599	100sport	vintersport	To av Russlands største langrennsstjerner utestenges
N600	nyheter	trondheim	- Han gapte som en hannlaks i gytetiden
N601	No category	No subcategory	Har du fått A(H3N2)?
N602	nyheter	okonomi	Disse trønderne har aksjer i DNO
N603	nyheter	okonomi	Enebolig gikk 1,8 millioner over prisantydning
N604	pluss	nyheter	Vil bygge bybane gjennom nye NTNU
N605	nyheter	utenriks	Svært aktiv i sosiale medier
N606	nyheter	okonomi	Politiet etterforsker katalogfirma fra Trondheim
N607	nyheter	nordtrondelag	- Utsatt for uakseptabel høy risiko
N608	nyheter	okonomi	Leder i katalogselskap blir sittende i fengsel
N609	No category	No subcategory	Godbiter på Amazon Video
N610	No category	No subcategory	Test av knekkebrød: Mange sunne alternativer!
N611	100sport	fotball	RBK-juniorene etter mesterliga-trekning: - Vi skal videre
N612	100sport	fotball	Nå er han klar for Rosenborg: - Veldig spennende
N613	nyheter	trondheim	Leter fortsatt etter hunden Bowie etter åtte måneder
N614	pluss	okonomi	Sterk start for nye E.C. Dahls
N616	nyheter	trondheim	Bli med på omvisning inne i Trondheim fengsel
N617	nyheter	okonomi	Dette betyr statsbudsjettet for din lommebok
N618	meninger	kronikker	Navneskikken i Trondheim på 1500-tallet
N619	nyheter	trondheim	15 000 BMW-ratt ligger ute for salg på Ebay
N620	No category	No subcategory	Tusvik og Tønne bygde opp og rev ned
N621	pluss	okonomi	Rema vil vokse i distriktet
N622	pluss	magasin	Mange behandler entrecôten feil - men slik blir den helt perfekt
N623	forbruker	digital	Slik blir du kvitt Facebook Messenger
N625	nyheter	trondheim	Trondheim blir døves hovedstad
N626	No category	No subcategory	Her er høst-nyhetene fra HBO Nordic
N627	nyheter	innenriks	Den store adelsbløffen
N628	nyheter	okonomi	TV2: Siktede levde jetset-liv
N629	nyheter	nordtrondelag	- Man kan bare forestille seg hvilke lidelser dette dyret har vært utsatt for
N630	nyheter	sortrondelag	Denne hvite albinospurven vakte oppsikt i Selbu
N631	No category	No subcategory	Du må vente lenge på «nye» Top Gear i Norge
N632	No category	No subcategory	- Målet er å finne trønderske artister som kan fylle Sverresborg
N633	pluss	okonomi	Krever Leangen-salget stoppet
N634	No category	No subcategory	Jonas Skybakmoen røk ut av Stjernekamp
N635	forbruker	digital	Ett liker-klikk sier mer om deg enn du tror
N637	nyheter	okonomi	Har du Trumf-kort bør du lese dette
N638	No category	No subcategory	Sverre Holm er død
N639	nyheter	trondheim	Lokker med kortreiste produkter
N640	No category	No subcategory	Advarer mot bunadskopi
N641	No category	No subcategory	Slik kommer du i gang med bloggingen
N642	nyheter	adressa noogda	Adressa-glimt fra 1963
N643	nyheter	trondheim	Stenger E6 mellom Sandmoen og Klett
N644	nyheter	trondheim	E6 mellom Sandmoen og Klett er stengt
N645	No category	No subcategory	Priser og vilkår
N647	100sport	fotball	Guide og TV-tider dag for dag
N648	nyheter	trondheim	Sjokkert over porno i gratisavis
N649	nyheter	nordtrondelag	Polart lavtrykk med krafig vind og tett snødrev treffer kysten av Nord-Trøndelag
N650	No category	No subcategory	Den virkelige bonden på Byneset
N651	nyheter	sortrondelag	Daglig leder tiltalt etter dødsbrannen på Øysand
N652	No category	No subcategory	Disse er i Åge-finalen. Nå kan du stemme på din favoritt!
N653	100sport	ballsport	Herrem løfter så tunge vekter at herrene nesten ikke tror det
N654	tjenester	bildeserier	Hele Revy-Norge tok farvel med Arve Opsahl
N655	No category	No subcategory	Et helt lag på skadelisten
N656	No category	No subcategory	Ett år etter har ikke gjenoppbyggingen startet
N657	No category	No subcategory	Nye regler kan ramme unge boligkjøpere uten rike foreldre
N658	nyheter	sortrondelag	- Jeg flirte så jeg fikk vondt i kjeven
N659	nyheter	okonomi	Spar tusener med vannmåler
N660	No category	No subcategory	Kan bli ekstremvær langs kysten
N661	100sport	fotball	RBK trodde de hadde ny keeper i boks
N663	No category	No subcategory	Skjulte skatter på Netflix og HBO Nordic
N664	nyheter	okonomi	Megler: - Dette er nok veldig nære prisrekord på denne type boliger
N665	100sport	sjakk	Sjakk-VM DIREKTE: Carlsen: - Jeg er ikke fornøyd med bronse
N666	meninger	ordetfritt	Du skal smitte din neste som han smitter deg
N668	pluss	nyheter	Fra kulderekord og skillsmisse til storhall og bilpakke
N670	pluss	magasin	Se hva som var hipt og kult for 50 år siden
N671	No category	No subcategory	Slik holdt de oppussingsbudsjettet på et minimum
N672	nyheter	trondheim	Her barberer Mads seg med olivenolje
N673	nyheter	trondheim	Sjelden oppdagelse i Bymarka
N675	sport	sprek	Slik får du bedre skøyteteknikk
N676	No category	No subcategory	E14 Teveldalen, Meråker
N677	No category	No subcategory	Lyst til å spille viking i «Vikings»?
